uid;____;______ _____;______ ____;_____ _____;_____ ____
10Ê097Ê133;18.02.2013 19:57;___ _________;0;______ _____ 500 _________;380
10Ê104Ê844;10.05.2013 17:23;___ _________;0;______ _____ 500 _________;380
10Ê104Ê844;03.09.2014 16:28;______ _____ 500 _________;380;___ _________;0
10Ê149Ê028;10.12.2014 18:54;___ _________;0;________;400
10Ê071Ê530;19.02.2013 13:39;___ _________;0;_______;300
10Ê106Ê106;30.09.2015 9:20;________;400;___ _________;0
10Ê064Ê298;22.10.2014 16:09;______ _____ 500 _________;380;________;400
10Ê097Ê450;20.02.2013 11:14;___ _________;0;______ _____ 600 _________;480
10Ê097Ê514;20.02.2013 14:41;___ _________;0;______ _____ 600 _________;480
10Ê176Ê887;07.07.2016 8:27;_________ 200;200;______ 30 __/_;0
10Ê076Ê082;21.02.2013 12:15;___ _________;0;______ _____ 500 _________;380
10Ê011Ê559;21.04.2016 9:33;___ _________;0;_____ ______ 70;350
10Ê160Ê622;01.04.2016 9:06;___ _________;0;___________ 50;250
10Ê149Ê028;29.09.2015 8:29;________;400;___ _________;0
10Ê182Ê790;01.10.2016 9:46;___ _________;0;________ 2015;399
10Ê142Ê471;26.08.2014 19:49;___ _________;0;______ _____ 500 _________;380
10Ê142Ê471;27.10.2014 15:59;______ _____ 500 _________;380;___ _________;0
10Ê097Ê646;22.02.2013 16:00;___ _________;0;______ _____ 600 _________;480
10Ê146Ê703;06.11.2014 12:13;___ _________;0;________;400
10Ê171Ê428;22.12.2016 8:25;________ 2015;399;___ _________;0
10Ê097Ê670;23.02.2013 11:41;___ _________;0;______ _____ 600 _________;480
10Ê027Ê207;25.05.2015 12:42;___ _________;0;________;400
10Ê093Ê410;26.03.2016 10:28;___ _________;0;_____ ______ 50;300
10Ê098Ê153;25.02.2013 11:37;___ _________;0;______ _____ 500 _________;380
10Ê134Ê557;06.04.2014 11:48;___ _________;0;_______;300
10Ê097Ê971;25.02.2013 11:59;___ _________;0;______ _____ 500 _________;380
10Ê153Ê338;12.01.2017 9:30;________;400;___ _________;0
10Ê077Ê520;22.09.2014 18:38;_______;300;________;400
10Ê015Ê474;22.10.2016 9:46;___ _________;0;________ 2015;399
10Ê067Ê757;05.10.2016 8:14;________;400;___ _________;0
10Ê168Ê464;04.09.2016 8:39;___ _________;0;_____ ______ 70;350
10Ê027Ê207;06.05.2016 9:09;________;400;___ _________;0
10Ê006Ê836;27.02.2013 11:12;___ _________;0;______ _____ 500 _________;380
10Ê026Ê717;23.01.2016 10:01;___ _________;0;_____ ______ 50;300
10Ê177Ê367;30.05.2016 10:08;___ _________;0;________ 2015;399
10Ê096Ê362;28.02.2013 18:50;_______;300;______ _____ 500 _________;380
10Ê000Ê213;18.09.2014 18:01;___ _________;0;________;400
10Ê152Ê053;27.01.2015 9:37;___ _________;0;________;400
10Ê170Ê766;16.01.2016 10:29;___ _________;0;________ 2015;399
10Ê043Ê969;28.01.2016 8:47;________;400;___ _________;0
10Ê100Ê764;22.10.2013 18:27;___ _________;0;______ _____ 500 _________;380
10Ê092Ê952;01.03.2013 0:05;_______;300;________;0
10Ê129Ê935;13.11.2014 11:20;______ _____ 500 _________;380;___ _________;0
10Ê089Ê855;21.02.2016 10:06;___ _________;0;___________ 50;250
10Ê038Ê056;12.11.2014 12:13;___ _________;0;________;400
10Ê145Ê831;04.09.2016 9:00;___ _________;0;________;400
10Ê004Ê199;17.07.2015 15:38;________;400;______ _____ 500 _________;380
10Ê129Ê038;15.10.2016 9:43;___ _________;0;_______ _______ 70;350
10Ê036Ê281;21.02.2016 10:25;___ _________;0;_____ ______ 50;300
10Ê004Ê199;28.01.2016 8:49;______ _____ 500 _________;380;___ _________;0
10Ê126Ê969;01.09.2014 0:55;__600;600;________;400
10Ê181Ê380;04.09.2016 9:38;___ _________;0;________ 2015;399
10Ê113Ê523;30.01.2016 10:10;___ _________;0;_____ ______ 50;300
10Ê130Ê627;02.10.2014 18:46;______ _____ 500 _________;380;________;400
10Ê079Ê843;28.10.2014 16:14;______ _____ 500 _________;380;___ _________;0
10Ê084Ê302;20.05.2016 8:32;________;400;___ _________;0
10Ê182Ê722;01.10.2016 10:04;___ _________;0;_____ ______ 70;350
10Ê044Ê034;28.09.2015 11:00;______ _____ 500 _________;380;___________ 70;350
10Ê140Ê740;16.02.2016 12:08;___ _________;0;_____ ______ 50;300
10Ê045Ê124;10.09.2016 10:18;___ _________;0;_____ ______ 50;300
10Ê092Ê958;19.09.2014 12:43;______ _____ 500 _________;380;________;400
10Ê185Ê332;02.12.2016 10:06;___ _________;0;_____ ______ 70;350
10Ê064Ê768;09.06.2016 8:45;_______ _______ 70;350;___ _________;0
10Ê111Ê674;24.09.2016 9:48;___ _________;0;_____ ______ 50;300
10Ê177Ê367;15.11.2016 8:14;________ 2015;399;_____ ______ 70;350
10Ê068Ê186;04.09.2014 18:30;______ _____ 600 ____;480;________;400
10Ê068Ê186;01.08.2014 0:10;__________;679;______ _____ 600 ____;480
10Ê097Ê184;20.03.2013 20:54;___ _________;0;______ _____ 600 _________;480
10Ê117Ê429;07.05.2016 10:30;___ _________;0;________ 2015;399
10Ê026Ê802;01.03.2013 0:05;______ _____ 600 _________;480;______ _____ 500 _________;380
10Ê142Ê350;10.11.2014 13:10;______ _____ 500 _________;380;___ _________;0
10Ê177Ê242;28.05.2016 10:15;___ _________;0;_____ ______ 50;300
10Ê169Ê504;21.12.2015 11:16;___ _________;0;________ 2015;399
10Ê125Ê834;05.12.2013 17:01;___ _________;0;______ _____ 500 _________;380
10Ê125Ê834;24.09.2014 16:51;______ _____ 500 _________;380;___ _________;0
10Ê039Ê850;20.05.2014 16:15;___ _________;0;______ _____ 500 _________;380
10Ê165Ê339;22.10.2016 10:10;___ _________;0;_____ ______ 70;350
10Ê073Ê438;30.10.2014 15:19;______ _____ 500 _________;380;________;400
10Ê170Ê493;12.01.2016 9:45;___ _________;0;_____ ______ 50;300
10Ê021Ê277;16.12.2014 9:15;______ _____ 500 _________;380;___ _________;0
10Ê068Ê505;04.06.2015 8:42;_______;300;___ _________;0
10Ê045Ê738;11.09.2016 9:43;___ _________;0;________ 2015;399
10Ê018Ê431;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê156Ê995;27.04.2015 11:33;___ _________;0;________;400
10Ê075Ê523;14.11.2014 12:07;______ _____ 500 _________;380;________;400
10Ê177Ê745;05.06.2016 8:56;___ _________;0;_____ ______ 50;300
10Ê108Ê737;10.03.2015 17:55;___ _________;0;________;400
10Ê070Ê174;14.06.2015 11:18;______ _____ 600 _________;480;___________ 50;250
10Ê017Ê566;21.06.2015 18:24;_______;300;_____ ______ 50;300
10Ê030Ê414;09.09.2014 15:24;______ _____ 500 _________;380;________;400
10Ê175Ê357;15.04.2016 9:05;___ _________;0;_____ ______ 50;300
10Ê066Ê035;17.10.2016 12:06;___ _________;0;________ 1 ____;800
10Ê172Ê677;19.02.2016 10:46;___ _________;0;_____ ______ 50;300
10Ê170Ê327;06.01.2016 11:17;___ _________;0;_____ ______ 50;300
10Ê108Ê737;18.03.2016 8:35;________;400;___ _________;0
10Ê037Ê687;29.10.2014 18:11;___ _________;0;________;400
10Ê062Ê195;12.01.2016 9:51;___ _________;0;_____ ______ 70;350
10Ê123Ê991;29.11.2014 12:10;______ _____ 500 _________;380;________;400
10Ê089Ê541;09.07.2016 10:20;___ _________;0;________;400
10Ê170Ê815;17.01.2016 15:01;___ _________;0;________ 2015;399
10Ê156Ê995;27.12.2016 8:47;________;400;___ _________;0
10Ê172Ê463;29.10.2016 9:57;___ _________;0;_____ ______ 70;350
10Ê185Ê271;26.11.2016 9:43;___ _________;0;________ 2015;399
10Ê043Ê251;26.03.2016 10:30;___ _________;0;_____ ______ 50;300
10Ê008Ê302;15.01.2016 8:23;________;400;___ _________;0
10Ê172Ê677;30.08.2016 8:36;_____ ______ 50;300;___ _________;0
10Ê168Ê422;12.03.2016 9:38;___ _________;0;_____ ______ 70;350
10Ê127Ê854;28.12.2015 16:22;______ _____ 500 _________;380;___________ 50;250
10Ê006Ê893;07.09.2016 8:39;___________ 70;350;___ _________;0
10Ê018Ê431;29.11.2016 8:12;_______ _______ 70;350;___ _________;0
10Ê120Ê090;24.11.2014 10:09;______ _____ 600 ____;480;________;400
10Ê092Ê958;31.05.2016 8:54;________;400;___ _________;0
10Ê145Ê545;16.10.2014 15:44;___ _________;0;________;400
10Ê079Ê058;26.04.2016 10:00;___ _________;0;_____ ______ 50;300
10Ê171Ê196;23.01.2016 10:28;___ _________;0;________ 2015;399
10Ê092Ê029;11.11.2014 11:57;_______;300;___ _________;0
10Ê145Ê545;02.12.2016 10:20;________;400;___ _________;0
10Ê082Ê100;24.05.2016 15:23;_____ ______ 70;350;___________ 50;250
10Ê031Ê006;10.01.2014 17:35;___ _________;0;______ _____ 600 ____;480
10Ê031Ê006;13.11.2014 13:17;______ _____ 600 ____;480;___ _________;0
10Ê123Ê056;06.11.2013 16:06;___ _________;0;______ _____ 500 _________;380
10Ê123Ê056;04.12.2014 11:46;______ _____ 500 _________;380;___ _________;0
10Ê017Ê566;07.07.2016 8:28;_____ ______ 50;300;___ _________;0
10Ê133Ê027;02.12.2016 10:22;___ _________;0;_____ ______ 70;350
10Ê070Ê174;01.04.2016 9:11;___________ 50;250;___ _________;0
10Ê176Ê315;03.05.2016 10:06;___ _________;0;________ 2015;399
10Ê176Ê487;07.05.2016 11:00;___ _________;0;_____ ______ 50;300
10Ê147Ê865;24.11.2014 10:31;___ _________;0;________;400
10Ê144Ê193;24.09.2014 18:13;___ _________;0;________;400
10Ê072Ê103;18.02.2014 20:58;___ _________;0;______ _____ 500 _________;380
10Ê173Ê970;19.03.2016 11:14;___ _________;0;_____ ______ 70;350
10Ê009Ê612;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê112Ê841;17.11.2013 18:29;___ _________;0;______ _____ 500 _________;380
10Ê112Ê841;02.12.2014 11:12;______ _____ 500 _________;380;___ _________;0
10Ê083Ê428;15.11.2014 15:40;________;400;______ _____ 600 ____;480
10Ê140Ê080;26.02.2015 8:56;______ _____ 600 _________;480;________;400
10Ê184Ê651;12.11.2016 9:18;___ _________;0;_____ ______ 50;300
10Ê066Ê035;30.12.2016 8:29;________ 1 ____;800;________ 200 ____;449
10Ê140Ê080;01.12.2015 9:19;________;400;___ _________;0
10Ê009Ê612;21.09.2016 9:09;_______ _______ 70;350;___ _________;0
10Ê004Ê320;23.01.2016 10:30;___ _________;0;________ 2015;399
10Ê090Ê394;31.08.2016 16:53;___ _________;0;_____ ______ 50;300
10Ê172Ê758;21.02.2016 11:20;___ _________;0;_____ ______ 50;300
10Ê181Ê377;04.09.2016 10:40;___ _________;0;________ 2015;399
10Ê158Ê954;11.06.2015 12:20;___ _________;0;_____ ______ 50;300
10Ê086Ê539;13.12.2014 13:30;______ _____ 500 _________;380;________;400
10Ê026Ê223;30.09.2013 12:27;_______;300;______ _____ 500 _________;380
10Ê170Ê771;16.01.2016 10:53;___ _________;0;________ 2015;399
10Ê115Ê744;15.11.2014 11:58;___ _________;0;________;400
10Ê066Ê035;22.05.2012 11:04;______ _____ 600;600;______ _____ 600 _________;480
10Ê086Ê691;02.12.2016 10:39;___ _________;0;_____ ______ 70;350
10Ê160Ê634;19.11.2016 9:04;___ _________;0;________ 200 ____;449
10Ê181Ê419;06.09.2016 15:13;___ _________;0;________;400
10Ê172Ê881;02.04.2016 10:12;___ _________;0;_____ ______ 70;350
10Ê089Ê694;10.12.2014 11:27;___ _________;0;________;400
10Ê144Ê583;30.09.2014 16:44;___ _________;0;________;400
10Ê110Ê495;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê007Ê287;02.12.2016 10:56;___ _________;0;________ 2015;399
10Ê170Ê624;14.01.2016 9:23;___ _________;0;________ 2015;399
10Ê077Ê379;10.03.2014 9:29;______ _____ 500 _________;380;______ _____ 600 ____;480
10Ê158Ê954;10.02.2016 8:07;_____ ______ 50;300;___ _________;0
10Ê097Ê391;29.09.2014 14:04;______ _____ 500 _________;380;________;400
10Ê180Ê978;27.08.2016 10:45;___ _________;0;_____ ______ 70;350
10Ê067Ê694;30.10.2014 16:32;______ _____ 500 _________;380;________;400
10Ê130Ê627;01.12.2014 10:08;________;400;___ _________;0
10Ê173Ê705;12.03.2016 10:40;___ _________;0;_____ ______ 70;350
10Ê159Ê364;01.12.2016 13:35;________ 2015;399;___ _________;0
10Ê126Ê969;09.11.2016 8:22;________;400;___ _________;0
10Ê027Ê619;15.11.2014 16:59;______ _____ 500 _________;380;________;400
10Ê097Ê391;21.10.2015 9:13;________;400;___ _________;0
10Ê056Ê590;12.03.2016 10:42;___ _________;0;_____ ______ 50;300
10Ê132Ê918;12.11.2016 9:49;___ _________;0;________ 2015;399
10Ê129Ê161;29.09.2014 19:21;___ _________;0;________;400
10Ê040Ê229;04.03.2013 15:42;___ _________;0;______ _____ 500 _________;380
10Ê184Ê068;29.10.2016 10:22;___ _________;0;________ 2015;399
10Ê118Ê253;23.09.2013 15:47;___ _________;0;______ _____ 600 _________;480
10Ê118Ê253;04.12.2014 14:00;______ _____ 600 _________;480;___ _________;0
10Ê110Ê835;06.03.2016 9:15;___ _________;0;________;400
10Ê178Ê475;25.06.2016 10:43;___ _________;0;________ 2015;399
10Ê172Ê808;21.02.2016 11:23;___ _________;0;_____ ______ 70;350
10Ê178Ê852;06.07.2016 10:17;________ 2015;399;_____ ______ 70;350
10Ê103Ê084;01.12.2014 10:23;______ _____ 500 _________;380;___ _________;0
10Ê084Ê985;22.12.2014 16:15;______ _____ 600 _________;480;________;400
10Ê094Ê256;03.11.2016 10:36;________;400;________ 200 ____;449
10Ê170Ê815;15.03.2016 9:19;________ 2015;399;_____ ______ 70;350
10Ê183Ê759;22.10.2016 10:17;___ _________;0;________ 2015;399
10Ê044Ê034;28.11.2016 8:13;___________ 70;350;___ _________;0
10Ê131Ê716;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê022Ê746;23.09.2014 11:04;______ _____ 500 _________;380;________;400
10Ê178Ê267;18.06.2016 10:31;___ _________;0;_____ ______ 70;350
10Ê072Ê674;03.09.2015 9:05;________;400;___ _________;0
10Ê116Ê838;23.12.2014 10:55;___ _________;0;________;400
10Ê097Ê934;29.06.2016 14:56;___ _________;0;_____ ______ 50;300
10Ê097Ê934;01.07.2016 8:56;_____ ______ 50;300;___________ 50;250
10Ê103Ê322;10.04.2013 18:57;___ _________;0;______ _____ 500 _________;380
10Ê070Ê152;16.01.2014 16:19;_______+;500;______ _____ 500 _________;380
10Ê034Ê361;26.09.2014 19:20;___ _________;0;________;400
10Ê088Ê018;08.12.2014 11:38;________;400;___ _________;0
10Ê109Ê187;17.06.2013 10:22;___ _________;0;______ _____ 500 _________;380
10Ê166Ê563;02.11.2015 13:37;___ _________;0;________ 2015;399
10Ê109Ê187;22.11.2014 15:26;______ _____ 500 _________;380;________;400
10Ê143Ê024;03.01.2016 10:14;___ _________;0;_____ ______ 50;300
10Ê043Ê315;12.01.2016 10:16;___ _________;0;________ 2015;399
10Ê070Ê779;06.02.2016 10:54;___ _________;0;_____ ______ 50;300
10Ê084Ê985;07.07.2015 9:02;________;400;___ _________;0
10Ê166Ê563;02.12.2016 11:09;________ 2015;399;___ _________;0
10Ê115Ê744;16.12.2016 8:30;________;400;___ _________;0
10Ê178Ê548;28.06.2016 12:46;___ _________;0;_____ ______ 70;350
10Ê036Ê840;03.07.2016 9:55;___ _________;0;________ 2015;399
10Ê025Ê672;24.09.2014 19:52;______ _____ 500 _________;380;________;400
10Ê155Ê648;26.04.2016 10:08;___ _________;0;_____ ______ 50;300
10Ê031Ê669;11.12.2014 11:50;_______;300;___ _________;0
10Ê027Ê398;01.10.2015 14:11;______ _____ 500 _________;380;___ _________;0
10Ê169Ê504;12.07.2016 8:37;________ 2015;399;___ _________;0
10Ê175Ê483;16.04.2016 9:36;___ _________;0;_____ ______ 70;350
10Ê180Ê562;20.08.2016 9:14;___ _________;0;________ 2015;399
10Ê103Ê322;26.01.2016 8:46;______ _____ 500 _________;380;___ _________;0
10Ê070Ê286;06.02.2016 11:02;___ _________;0;___________ 50;250
10Ê111Ê782;01.09.2014 0:55;__600;600;________;400
10Ê036Ê189;04.09.2016 11:12;___ _________;0;________ 2015;399
10Ê021Ê485;10.02.2016 8:09;________;400;___ _________;0
10Ê090Ê394;29.11.2016 8:16;_____ ______ 50;300;___ _________;0
10Ê136Ê350;07.10.2016 8:56;________ 2015;399;___ _________;0
10Ê169Ê946;27.12.2015 10:01;___ _________;0;________ 2015;399
10Ê129Ê629;29.12.2014 10:21;_______;300;________;400
10Ê169Ê793;24.12.2015 13:50;___ _________;0;________ 2015;399
10Ê169Ê793;02.12.2016 11:10;________ 2015;399;___ _________;0
10Ê015Ê903;04.12.2014 15:05;______ _____ 500 _________;380;___ _________;0
10Ê079Ê650;16.03.2016 10:37;___ _________;0;_____ ______ 70;350
10Ê127Ê158;30.11.2014 14:36;______ _____ 500 _________;380;________;400
10Ê104Ê235;21.05.2013 8:56;_________ ______ _____ 600;579;______ _____ 600 _________;480
10Ê077Ê307;05.02.2016 10:10;___ _________;0;_____ ______ 50;300
10Ê046Ê015;17.09.2016 10:30;___ _________;0;_____ ______ 70;350
10Ê131Ê866;19.08.2016 18:11;___ _________;0;_____ ______ 70;350
10Ê131Ê746;15.12.2016 8:15;___________ 50;250;___ _________;0
10Ê142Ê471;26.11.2015 10:46;___ _________;0;_____ ______ 70;350
10Ê104Ê235;06.10.2015 9:35;______ _____ 600 _________;480;___ _________;0
10Ê146Ê146;28.10.2014 20:36;___ _________;0;________;400
10Ê019Ê944;08.12.2014 12:57;______ _____ 500 _________;380;___ _________;0
10Ê105Ê993;10.12.2014 13:47;______ _____ 600 _________;480;___ _________;0
10Ê172Ê879;27.02.2016 10:12;___ _________;0;_____ ______ 50;300
10Ê131Ê716;23.03.2016 8:42;________;400;___ _________;0
10Ê174Ê040;20.03.2016 10:37;___ _________;0;________ 2015;399
10Ê019Ê362;31.12.2014 9:49;______ _____ 500 _________;380;___ _________;0
10Ê082Ê896;02.11.2016 9:36;___ _________;0;________ 2015;399
10Ê053Ê767;03.05.2016 10:17;___ _________;0;_____ ______ 50;300
10Ê142Ê471;29.01.2016 9:30;_____ ______ 70;350;___ _________;0
10Ê179Ê747;31.07.2016 15:47;___ _________;0;________ 2015;399
10Ê111Ê782;29.09.2015 8:49;________;400;___ _________;0
10Ê099Ê231;07.03.2013 20:44;___ _________;0;______ _____ 600 _________;480
10Ê056Ê209;02.10.2016 10:04;___ _________;0;_____ ______ 70;350
10Ê179Ê747;02.12.2016 11:13;________ 2015;399;___ _________;0
10Ê035Ê310;25.12.2012 13:32;___ _________;0;______ _____ 500 _________;380
10Ê103Ê180;08.04.2013 17:55;___ _________;0;______ _____ 500 _________;380
10Ê181Ê494;07.09.2016 12:59;___ _________;0;________ 2015;399
10Ê176Ê412;22.10.2016 10:26;___ _________;0;_____ ______ 70;350
10Ê126Ê678;09.04.2016 10:36;___ _________;0;________ 2015;399
10Ê127Ê854;29.12.2015 8:46;___________ 50;250;___ _________;0
10Ê130Ê631;21.11.2014 13:36;______ _____ 500 _________;380;___ _________;0
10Ê117Ê999;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê040Ê863;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê027Ê207;14.11.2014 17:01;______ _____ 500 _________;380;________;400
10Ê040Ê863;05.10.2016 8:24;_______ _______ 70;350;___ _________;0
10Ê107Ê261;28.10.2014 16:42;______ _____ 500 _________;380;________;400
10Ê181Ê494;12.01.2017 9:34;________ 2015;399;___ _________;0
10Ê120Ê557;10.10.2013 19:04;___ _________;0;_______;300
10Ê120Ê557;15.12.2014 11:23;_______;300;___ _________;0
10Ê040Ê707;29.12.2015 8:53;______ _____ 500 _________;380;___ _________;0
10Ê185Ê565;02.12.2016 11:12;___ _________;0;_____ ______ 70;350
10Ê021Ê806;02.10.2016 10:10;___ _________;0;________ 2015;399
10Ê185Ê565;02.12.2016 11:14;_____ ______ 70;350;________ 99;399
10Ê181Ê419;02.12.2016 14:10;________;400;___ _________;0
10Ê020Ê785;13.07.2012 23:09;______ _____ 500;500;______ _____ 500 _________;380
10Ê152Ê013;08.10.2016 10:43;___ _________;0;________ 2015;399
10Ê069Ê666;25.04.2015 10:12;___ _________;0;_____ ______ 70;350
10Ê056Ê671;16.03.2016 10:56;___ _________;0;_____ ______ 50;300
10Ê171Ê613;30.01.2016 10:25;___ _________;0;________ 2015;399
10Ê142Ê474;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê098Ê448;20.11.2014 11:50;_______;300;___ _________;0
10Ê176Ê325;03.05.2016 10:19;___ _________;0;_____ ______ 50;300
10Ê128Ê304;19.08.2016 9:17;___ _________;0;________ 2015;399
10Ê185Ê600;03.12.2016 11:07;___ _________;0;_____ ______ 70;350
10Ê030Ê963;20.11.2014 11:52;_______;300;___ _________;0
10Ê135Ê517;21.02.2016 12:18;___ _________;0;_____ ______ 50;300
10Ê183Ê454;16.10.2016 9:39;___ _________;0;________ 2015;399
10Ê090Ê617;26.04.2016 10:17;___ _________;0;_____ ______ 50;300
